	verse	poem_name	count_syllabs	syllabs_order	is_true_syllabic
7766	Да избиют треть люда суща в мире,	(Откровение Иоанна Богослова)	11	[1, 4, 5, 7, 9]	False
7767	Всадник же кони лвоглавны имущих,	(Откровение Иоанна Богослова)	11	[2, 3, 5, 8]	False
7768	Зряще Богослов со бронями суще.	(Откровение Иоанна Богослова)	11	[2, 5, 6, 9]	False
7769	Се аггела зрит от небес идуща	(Откровение Иоанна Богослова)	11	[1, 4, 5, 6, 8]	False
7770	Богослов, во облак облеченна суща,	(Откровение Иоанна Богослова)	12	[3, 4, 6, 10]	False
7771	Солнцелична же и дугу903 имуща	(Откровение Иоанна Богослова)	11	[4, 5, 6, 8]	False
7772	На главе, книгу к нему же несуща,	(Откровение Иоанна Богослова)	11	[1, 3, 5, 7, 8]	False
7773	Иже на земли и на мори сташе,	(Откровение Иоанна Богослова)	11	[2, 3, 5, 6, 7, 9]	False
7774	Ноги же яко столпы сей имяше,	(Откровение Иоанна Богослова)	11	[2, 3, 5, 7, 8]	False
7775	Книгу же даде Иоанну ясти,	(Откровение Иоанна Богослова)	11	[2, 3, 5, 9]	False
7776	Сказа же ему быти во напасти.	(Откровение Иоанна Богослова)	11	[2, 3, 5, 7, 8]	False
7777	Святии.по трех днех воставляются,	(Откровение Иоанна Богослова)	11	[3, 4, 5, 6]	False
7778	Побиты бывше – в небо ввождаются,	(Откровение Иоанна Богослова)	11	[3, 5, 7]	False
7779	Ихже умучи зверь, из бездны сущий,	(Откровение Иоанна Богослова)	11	[2, 5, 6, 7, 9]	False
7780	Прежде брань с ними зле возвизающий.	(Откровение Иоанна Богослова)	11	[2, 3, 5, 6]	False
7781	По сем града часть десятая паде	(Откровение Иоанна Богослова)	11	[1, 2, 4, 5, 9]	False
7782	И погибели многий люд предаде.	(Откровение Иоанна Богослова)	11	[1, 5, 7, 8]	False
7783	Жена преславно одеяна сущи	(Откровение Иоанна Богослова)	11	[2, 5, 9]	False
7784	В солнце, звезды же за венец имущи,	(Откровение Иоанна Богослова)	11	[2, 4, 5, 6, 8]	False
7785	Явися в небе, на луне стоящий	(Откровение Иоанна Богослова)	11	[3, 5, 6, 8]	False
7786	Змий седмоглав явися, ю зрящи.	(Откровение Иоанна Богослова)	10	[1, 4, 7, 8]	False
7787	Стояше же сей, хотя поглотити	(Откровение Иоанна Богослова)	11	[3, 4, 5, 7]	False
7788	Плод жены, иже хотяше родити,	(Откровение Иоанна Богослова)	11	[1, 3, 5, 8]	False
7789	Но рожденное к Богу вознесеся,	(Откровение Иоанна Богослова)	11	[1, 5, 7]	False
7790	От вод же змия жена свободися.	(Откровение Иоанна Богослова)	11	[1, 2, 3, 5, 7]	False
7791	Иоанн, егда на песце стояше,	(Откровение Иоанна Богослова)	11	[3, 5, 6, 8]	False
7792	От моря зверя восходяща зряше,	(Откровение Иоанна Богослова)	11	[1, 3, 5, 9]	False
7793	Иже седмоглав и роги имяше,	(Откровение Иоанна Богослова)	11	[2, 5, 6, 8]	False
7794	Честно же ему люд поклон творяше,	(Откровение Иоанна Богослова)	11	[2, 3, 5, 6, 8]	False
7795	Ин же от.земли звер происходждаше	(Откровение Иоанна Богослова)	11	[1, 2, 3, 5, 6]	False
7796	И оному честь творити веляше.	(Откровение Иоанна Богослова)	11	[1, 4, 5, 8]	False
7797	Агнец на гору Сион стоящ зрится,	(Откровение Иоанна Богослова)	11	[2, 3, 5, 7, 9]	False
7798	С небесе же песнь новая гласится.	(Откровение Иоанна Богослова)	11	[3, 4, 5, 8]	False
7799	И аггел среди небесе парящий,	(Откровение Иоанна Богослова)	11	[1, 3, 5, 8]	False
7800	Евангелие Божие носящий,	(Откровение Иоанна Богослова)	11	[5, 8]	False
7801	Ин же «паде град Вавилон!» зовяше,	(Откровение Иоанна Богослова)	11	[1, 2, 4, 5, 8]	False
7802	Паки ин чашу гнева злым являше.	(Откровение Иоанна Богослова)	11	[2, 3, 5, 7, 8]	False
7803	Сей на облаце зрится со серпами,	(Откровение Иоанна Богослова)	11	[1, 2, 5, 7, 8]	False
7804	Ихже дает аггелом руками,	(Откровение Иоанна Богослова)	10	[2, 4, 7]	False
7805	Жати траву же и вся винограды,	(Откровение Иоанна Богослова)	11	[2, 4, 5, 6, 7]	False
7806	Яже воздают земны вертограды,	(Откровение Иоанна Богослова)	11	[2, 5, 7]	False
7807	Поженше же я, в точило вложиша,	(Откровение Иоанна Богослова)	11	[3, 4, 5, 8]	False
7808	Божия гнева и крови пролиша.	(Откровение Иоанна Богослова)	11	[3, 5, 6, 8]	False
7809	Се аггели седмь фиал изливают,	(Откровение Иоанна Богослова)	11	[1, 4, 5, 7]	False
7810	Землю, море, люд и реки вреждают,	(Откровение Иоанна Богослова)	11	[2, 4, 5, 6, 8]	False
7811	Солнце же жещи творят люд злохулен,	(Откровение Иоанна Богослова)	11	[2, 3, 5, 7, 8]	False
7812	Богохулен же сущ и злопреступен,	(Откровение Иоанна Богослова)	11	[4, 5, 6, 7]	False
7813	И зверя престол веема разорися,	(Откровение Иоанна Богослова)	12	[1, 3, 5, 8]	False
7814	Он же из уст жабы испусти, умертвися.	(Откровение Иоанна Богослова)	13	[1, 2, 3, 4, 6, 9]	False
7815	Иоанн, духом в пустыню хищенный,	(Откровение Иоанна Богослова)	11	[3, 5, 8]	False
7816	Зрит жену и люд от нея прелщенный,	(Откровение Иоанна Богослова)	11	[1, 3, 4, 5, 6, 8]	False
7817	Юже ношаше зверь сущ седмиглавеи,	(Откровение Иоанна Богослова)	12	[2, 5, 6, 7]	False
7818	В руку же ея кубец сущ сквернавен,	(Откровение Иоанна Богослова)	11	[2, 3, 5, 7, 8]	False
7819	Яже пияна бе кровию святых,	(Откровение Иоанна Богослова)	11	[2, 5, 6, 9]	False
7820	Вавилон сущий и мати проклятых.	(Откровение Иоанна Богослова)	11	[3, 5, 6, 8]	False
7821	Аггел с небесе зряше парящий,	(Откровение Иоанна Богослова)	10	[2, 5, 7]	False
7822	Властитель же сущ и зело гласящий, –	(Откровение Иоанна Богослова)	11	[3, 4, 5, 6, 8]	False
7823	«Паде, паде град великий Вавилон!»	(Откровение Иоанна Богослова)	11	[2, 4, 5, 8]	False
7824	Ин же веляше люду изыти вон,	(Откровение Иоанна Богослова)	11	[1, 2, 5, 7, 10]	False
7825	Камень велий сущ в море низвергающ,	(Откровение Иоанна Богослова)	11	[2, 4, 5, 7]	False
7826	Сим Вавилона погибель являющ.	(Откровение Иоанна Богослова)	11	[1, 5, 8]	False
7827	Богослов небо отверзенно зряше,	(Откровение Иоанна Богослова)	11	[3, 5, 9]	False
7828	И се Сын Слово Божие ездяше	(Откровение Иоанна Богослова)	11	[1, 2, 3, 5, 8]	False
7829	На беловидном коне царствующий,	(Откровение Иоанна Богослова)	11	[1, 5, 7]	False
7830	Многи же венцы на главе имущий,	(Откровение Иоанна Богослова)	11	[2, 3, 5, 6, 8]	False
7831	Иже из уст меч острый испущаше	(Откровение Иоанна Богослова)	11	[2, 3, 4, 5, 7]	False
7832	На противен люд и тем их бияше.	(Откровение Иоанна Богослова)	11	[1, 4, 5, 6, 7, 8]	False
7833	Ят же бысть зверь со пророком лживым	(Откровение Иоанна Богослова)	10	[1, 2, 3, 4, 5, 8]	False
7834	Жещися огнем вечным негасимым,	(Откровение Иоанна Богослова)	11	[3, 5, 7]	False
7835	Сниде аггел, ключ бездны с ужем имущь	(Откровение Иоанна Богослова)	11	[2, 4, 5, 7, 9]	False
7836	К змию, иже зол и древний демон сущ,	(Откровение Иоанна Богослова)	11	[2, 4, 5, 6, 8, 10]	False
7837	На тысячу лет в бездну заключити,	(Откровение Иоанна Богослова)	11	[1, 4, 5, 7]	False
7838	Мир же от лести его свободити.	(Откровение Иоанна Богослова)	11	[1, 2, 3, 5, 7]	False
7839	Зряше Богослов престол поставленный,	(Откровение Иоанна Богослова)	11	[2, 5, 7]	False
7840	Седящ же на нем Бог благословенный	(Откровение Иоанна Богослова)	11	[2, 3, 4, 5, 6]	False
7841	Явися, мертвых всех возставляющий,	(Откровение Иоанна Богослова)	11	[3, 5, 6]	False
7842	Книги же суда и дел являющий,	(Откровение Иоанна Богослова)	11	[2, 3, 5, 6, 7]	False
7843	Воздающий же комуждо по делом,	(Откровение Иоанна Богослова)	11	[4, 5, 8, 9]	False
7844	Грешным же муку и злым же духовом.	(Откровение Иоанна Богослова)	11	[2, 3, 5, 6, 7, 8]	False
7845	Егда на гору Богослов возведен	(Откровение Иоанна Богослова)	11	[2, 3, 5, 8]	False
7846	Зряше град святый сущ и преукрашен,	(Откровение Иоанна Богослова)	11	[2, 3, 5, 6, 7]	False
7847	Сходящ с небесе, и аспису сличен904,	(Откровение Иоанна Богослова)	11	[2, 5, 6, 9]	False
7848	Злат же имущ всяк камен различен,	(Откровение Иоанна Богослова)	10	[1, 2, 4, 5, 7]	False
7849	Глаголяй же с ним злату трость имяше	(Откровение Иоанна Богослова)	11	[3, 4, 5, 7, 8]	False
7850	И на стадии многи град меряше,	(Откровение Иоанна Богослова)	11	[1, 2, 5, 7, 8]	False
7851	Зрящ же и слышащ сия, поклонися,	(Откровение Иоанна Богослова)	11	[1, 2, 3, 5, 7]	False
7852	Но от аггела поклон возбранися,	(Откровение Иоанна Богослова)	11	[1, 2, 5, 7]	False
7853	«Аз, рече, клеврет, Бога же воспочитай,	(Откровение Иоанна Богослова)	12	[1, 3, 5, 7, 8]	False
7854	Его, уже грядуща, скоро ожидай».	(Откровение Иоанна Богослова)	12	[2, 4, 7, 9]	False
7855	Комита егда в небе видена бывает,	На звезду великую, явльшуюся 189 году декабря против 15-го числа906	13	[3, 5, 7, 10]	True
7856	никое благо быти на земли являет,	На звезду великую, явльшуюся 189 году декабря против 15-го числа906	13	[3, 5, 7, 8, 10]	True
7857	токмо гнев Божий и казнь людем возвещает.	На звезду великую, явльшуюся 189 году декабря против 15-го числа906	13	[2, 3, 5, 6, 7, 9]	True
7858	Место пророка сие есть показание,	На звезду великую, явльшуюся 189 году декабря против 15-го числа906	13	[2, 5, 7, 8]	True
7859	зовущаго грешникы на покаяние,	На звезду великую, явльшуюся 189 году декабря против 15-го числа906	13	[4, 7, 8]	True
7860	да отвратить Бог свое негодование.	На звезду великую, явльшуюся 189 году декабря против 15-го числа906	13	[1, 4, 5, 7]	True
7861	Не презорно907 указу сему да внимаем,	На звезду великую, явльшуюся 189 году декабря против 15-го числа906	13	[1, 4, 7, 9, 10]	True
7862	неправд всяких и обид себе да ошаем908,	На звезду великую, явльшуюся 189 году декабря против 15-го числа906	13	[2, 4, 5, 7, 9, 10]	True
7863	благодеянми Бога щедра сотворяем.	На звезду великую, явльшуюся 189 году декабря против 15-го числа906	13	[5, 7, 9]	True
7864	Еда како Господь Бог от нас умолится,	На звезду великую, явльшуюся 189 году декабря против 15-го числа906	13	[2, 4, 6, 7, 8, 9]	True
7865	яко о ниневитех, благ сый, ущедрится909,	На звезду великую, явльшуюся 189 году декабря против 15-го числа906	13	[2, 3, 7, 8, 9]	True
7866	о злых имущих на ны быти раскается.	На звезду великую, явльшуюся 189 году декабря против 15-го числа906	13	[1, 2, 5, 6, 7, 9]	True
7867	И показанный нам знак на многое злое,	На звезду великую, явльшуюся 189 году декабря против 15-го числа906	13	[1, 5, 6, 7, 8, 11]	True
7868	превратить, Всеблагий сый, на всяко благое,	На звезду великую, явльшуюся 189 году декабря против 15-го числа906	13	[3, 6, 7, 8, 10]	True
7869	токмо покажем делы покорство драгое.	На звезду великую, явльшуюся 189 году декабря против 15-го числа906	13	[2, 5, 7, 10]	True
7870	Комита страшнейшая не туне сияет,	На звезду великую, явльшуюся 189 году декабря против 15-го числа906	13	[3, 7, 8, 10]	True
7871	казнь и гнев Божий людем всем предвозвещает	На звезду великую, явльшуюся 189 году декабря против 15-го числа906	13	[1, 2, 3, 5, 7, 8]	True
7872	и на покаяние к Богу призывает.	На звезду великую, явльшуюся 189 году декабря против 15-го числа906	13	[1, 2, 7, 9]	True
7873	Отец сирот, вдовиц же и нищих питатель,	Творение отца Евфимия прсв.Павлу митрополиту910	13	[2, 4, 6, 7, 8, 10]	False
7874	мудролюбцев церковных и странных приятель,	Творение отца Евфимия прсв.Павлу митрополиту910	13	[4, 7, 8, 10]	False
7875	Всероссийску престолу хранитель бодренный,	Творение отца Евфимия прсв.Павлу митрополиту910	13	[4, 7, 10]	False
7876	между патриаршества трикратно вверенный,	Творение отца Евфимия прсв.Павлу митрополиту910	13	[2, 7, 10]	False
7877	Павел митрополит зде своя вложи кости,	Творение отца Евфимия прсв.Павлу митрополиту910	13	[2, 6, 7, 9, 11]	False
7878	душу же преотложи в вечныя радости.	Творение отца Евфимия прсв.Павлу митрополиту910	13	[2, 3, 7, 10]	False
7879	Церкве православныя твердый защититель,	Творение отца Евфимия прсв.Павлу митрополиту910	13	[2, 7, 9]	False
7880	мятежников злоумных крепкий низложитель.	Творение отца Евфимия прсв.Павлу митрополиту910	13	[4, 7, 9]	False
7881	Архипастырь сый Сарский, купно и Подонский,	Творение отца Евфимия прсв.Павлу митрополиту910	13	[4, 5, 7, 9, 10]	False
7882	преселився на веки в горний град Сионский,	Творение отца Евфимия прсв.Павлу митрополиту910	13	[4, 5, 7, 9, 10]	False
7883	Живяше бо по Богу, царствующу в небе,	Творение отца Евфимия прсв.Павлу митрополиту910	13	[3, 4, 5, 7, 11]	False
7884	идеже всяк жилище уготовляй себе,	Творение отца Евфимия прсв.Павлу митрополиту910	13	[3, 4, 7, 11]	False
7885	В седмитысящное лето миротворения	Творение отца Евфимия прсв.Павлу митрополиту910	14	[6, 8]	False
7886	сто осмдесят чвертое в девятый септемвриа.	Творение отца Евфимия прсв.Павлу митрополиту910	14	[1, 4, 7, 10]	False
7887	Преходяй, чловече, зде ставь да взираеши,	Преподобному отцу Епифанию911	13	[3, 6, 7, 8, 9]	False
7888	дондеже еще в мире семь обитаеши.	Преподобному отцу Епифанию911	13	[3, 5, 7, 8]	False
7889	Зде бо лежит мудрей отец Епифаний,	Преподобному отцу Епифанию911	12	[1, 2, 4, 6, 8]	False
7890	претолковник изящный Священных Писаний,	Преподобному отцу Епифанию911	13	[4, 7, 10]	False
7891	Философ и иерей во монасех честный.	Преподобному отцу Епифанию911	13	[3, 4, 7, 8, 11]	False
7892	Рцы же: да вселить его Господь в рай небесный	Преподобному отцу Епифанию911	13	[1, 2, 3, 5, 7, 9, 10]	False
7893	За множайшия его труды в писаниих	Преподобному отцу Епифанию911	13	[1, 5, 7, 9]	False
7894	тщанномудролюбныя в претолкованиих.	Преподобному отцу Епифанию911	13	[7]	False
7895	Память его да будет	Преподобному отцу Епифанию911	7	[2, 4, 5]	False
7896	вечно и не отбудет.	Преподобному отцу Епифанию911	7	[2, 3, 4]	False
7897	Новосоставленная книга сия «Обед»	(На Симеона Полоцкого)912	13	[7, 9, 11]	True
7898	подвлагает913 снедь, полну душетлителных бед.	(На Симеона Полоцкого)912	13	[4, 5, 7, 12]	True
7899	Новосложная книга, зовемая «Обед»,	(На Симеона Полоцкого)912	13	[5, 7, 11]	True
7900	не имать обрестися без неких души бед.	(На Симеона Полоцкого)912	13	[1, 3, 7, 8, 10, 12]	True
7901	Епитафион920	Сильвестр Медведев919	5	[]	False
7902	Зряй, человече, сей гроб, сердцем умилися,	Сильвестр Медведев919	13	[1, 5, 6, 7, 9]	False
7903	О смерти учителя славна прослезися.	Сильвестр Медведев919	13	[1, 3, 7, 9]	False
7904	Учитель бо зде токмо един таков бывый,	Сильвестр Медведев919	13	[3, 4, 5, 7, 9, 11]	False
7905	Богослов правый, Церкве догмата хранивый.	Сильвестр Медведев919	13	[3, 5, 7, 10]	False
7906	Муж благоверный, Церкви и царству потребный,	Сильвестр Медведев919	13	[1, 5, 7, 8, 10]	False
7907	Проповедию слова народу полезный,	Сильвестр Медведев919	13	[5, 7, 10]	False
7908	Симеон Петровский, от всех верных любимый,	Сильвестр Медведев919	13	[3, 6, 7, 8, 10]	False
7909	За смиренномудрие преудивляемый.	Сильвестр Медведев919	13	[1, 7]	False
7910	Имже полза верныя люди наслаждала,	Сильвестр Медведев919	13	[2, 4, 7, 9]	False
7911	Незлобие же, тихость, кротость удивляла.	Сильвестр Медведев919	13	[4, 5, 7, 9]	False
7912	В немже вера, надежда, любы пребываше,	Сильвестр Медведев919	13	[2, 4, 7, 9]	False
7913	Молитва, милостыня, пост ся водворяше.	Сильвестр Медведев919	13	[3, 7, 8, 9]	False
7914	Мудрость со правдою им бысть зело храненна,	Сильвестр Медведев919	13	[2, 3, 6, 7, 8, 10]	False
7915	Мерность же и мужество опасно блюденна.	Сильвестр Медведев919	13	[2, 3, 4, 7, 10]	False
7916	Многими дары Богом бе преодаренный,	Сильвестр Медведев919	13	[3, 5, 7, 8]	False
7917	Непамятозлобием веема украшенный.	Сильвестр Медведев919	14	[7, 10]	False
7918	Иеромонах честный, чистоты любитель,	Сильвестр Медведев919	13	[5, 7, 10]	False
7919	Воздержания в слове и в деле хранитель.	Сильвестр Медведев919	13	[5, 7, 8, 10]	False
7920	Ни о чесомже ином оный промышляше,	Сильвестр Медведев919	13	[1, 2, 5, 7, 9]	False
7921	Но еже Церковь нашу мать увеселяше.	Сильвестр Медведев919	13	[1, 3, 5, 7, 8]	False
7922	Не хоте ино Божий раб что глаголати,	Сильвестр Медведев919	13	[1, 3, 5, 7, 8, 9]	False
7923	Токмо что ползу может ближним созидати.	Сильвестр Медведев919	13	[2, 3, 5, 7, 9]	False
7924	Ничесогоже ина творити любляше,	Сильвестр Медведев919	13	[5, 7, 10]	False
7925	Точию еже Богу не противно бяше.	Сильвестр Медведев919	13	[3, 5, 7, 8, 11]	False
7926	Иже труды си многи книги написал есть,	Сильвестр Медведев919	13	[2, 4, 5, 7, 9, 12]	False
7927	И под разеуждение церковное дал есть.	Сильвестр Медведев919	14	[1, 2, 8, 12, 13]	False
7928	С Церковию бо хоте согласен он быти,	Сильвестр Медведев919	13	[4, 5, 7, 10, 11]	False
7929	А ничтоже противно Церкве мудрствовати.	Сильвестр Медведев919	13	[1, 4, 7, 9]	False
7930	Ибо тоя поборник и сын верный бяше,	Сильвестр Медведев919	13	[2, 4, 7, 8, 9, 11]	False
7931	Учением правым то миру показаше.	Сильвестр Медведев919	13	[4, 6, 7, 9]	False
7932	В защищение Церкве книгу Жезл создал есть,921	Сильвестр Медведев919	13	[5, 7, 9, 10, 12]	False
7933	В еяже ползу Венец и Обед издал есть,922	Сильвестр Медведев919	13	[3, 5, 7, 8, 10, 12]	False
7934	Вечерю, Псалтырь, стихи со Рифмословием,923	Сильвестр Медведев919	13	[3, 5, 7, 8]	False
7935	Вертоград многоцветный с Беседословием.924	Сильвестр Медведев919	13	[3, 7]	False
7936	Вся оны книги мудрый он муж сотворивый,	Сильвестр Медведев919	13	[1, 3, 5, 7, 8, 9]	False
7937	В научение роду российску явивый.	Сильвестр Медведев919	13	[5, 7, 10]	False
7938	Обаче и сего смерть от нас похитила,	Сильвестр Медведев919	13	[3, 4, 6, 7, 8, 9]	False
7939	Церковь и царство ползы велия лишила,	Сильвестр Медведев919	13	[2, 3, 5, 7, 10]	False
7940	Егоже ползы ныне людие лишенны,	Сильвестр Медведев919	13	[3, 5, 7, 10]	False
7941	Зри сего во гробе сем кости положенны.	Сильвестр Медведев919	13	[1, 3, 4, 6, 7, 9]	False
7942	Душу же вручил в руце Богу Всемогущу,	Сильвестр Медведев919	13	[2, 3, 5, 7, 9]	False
7943	Иже благоволил ю дати везде сущу,	Сильвестр Медведев919	13	[2, 6, 7, 9, 11]	False
7944	Да приимет ю яко свое создание	Сильвестр Медведев919	13	[1, 4, 5, 7, 9]	False
7945	И исполнит вечных благ его желание.	Сильвестр Медведев919	13	[1, 4, 6, 7, 9]	False
7946	Телом со избранными даст ему востати,	Сильвестр Медведев919	13	[2, 3, 7, 8, 10]	False
7947	С нимиже в десней стране в веселии стати	Сильвестр Медведев919	13	[3, 5, 7, 11]	False
7948	И внити во вечную небесную радость,	Сильвестр Медведев919	13	[1, 3, 4, 7, 11]	False
7949	Неизглаголанную тамо присно сладость.	Сильвестр Медведев919	13	[7, 9, 11]	False
7950	Небо звездами зело украсися,	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[2, 5, 7]	False
7951	Церковь святыми светла сотворися,	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[2, 5, 7]	False
7952	между нимиже изрядно блистает,	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[2, 5, 8]	False
7953	еяже память днесь ся совершает,	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[3, 5, 6, 7]	False
7954	И Татиана, свята мученица,926	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[1, 5, 7]	False
7955	славна девица и чюдотворица.	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[2, 5, 6]	False
7956	За терпение в лик святых вселися,	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[1, 5, 6, 8]	False
7957	вечныя славы со Христом сподобися,	(Поздравление царевне Татьяне Михайловне по случаю именин)925	12	[3, 5, 6, 8]	False
7958	Имже именем имы нареченна	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[2, 5, 7]	False
7959	государыня, Христом возлюбленна.	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[5, 7]	False
7960	Дщерь велика царя и преславна,	(Поздравление царевне Татьяне Михайловне по случаю именин)925	10	[1, 4, 6, 7]	False
7961	от Бога же и человек похвальна.	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[1, 3, 4, 5, 8]	False
7962	Празднующи день сей всеторжественно,	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[4, 5, 6]	False
7963	живи много лет здраво и спасенно.	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[2, 4, 5, 7, 8]	False
7964	Мене же, раба, ты изволь имети	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[2, 3, 5, 6, 8]	False
7965	в твоей милости, всегда мя хранити,	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[2, 5, 7, 8]	False
7966	Яже ти выну готова служити,	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[2, 3, 5, 8]	False
7967	донелиже Бог даст ми в мире жити.	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[4, 5, 6, 7, 9]	False
7968	Темже к стопам ти главу преклоняю,	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[2, 4, 5, 7]	False
7969	празднеством светлым верно поздравляю.	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[3, 5, 7]	False
7970	Днесь Татиану Церковь величает	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[1, 5, 7]	False
7971	мученицу и песньми похваляет,	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[4, 5, 7]	False
7972	Яже за Христа кровь излияла,	(Поздравление царевне Татьяне Михайловне по случаю именин)925	10	[2, 3, 5, 6]	False
7973	нетленный венец в небе восприяла.	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[3, 5, 7]	False
7974	Ейже ты еси тезоименита	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[2, 3, 5]	False
7975	и любовию к Христу знаменита.	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[1, 5, 7]	False
7976	Празднующи день сей, мя да щадиши,	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[4, 5, 6, 7, 8]	False
7977	в милости своей выну да храниши,	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[3, 5, 7, 8]	False
7978	за еже должен верно ти служити,	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[1, 3, 5, 7, 8]	False
7979	всем всюду милость ти всегда хвалити.	(Поздравление царевне Татьяне Михайловне по случаю именин)925	11	[1, 3, 5, 6, 8]	False
7980	Плача и ужаса день ныне совершаем,	Верше в Великую субботу927	13	[2, 3, 6, 7, 9]	False
7981	егда Творца всех сущих в гробе созерцаем	Верше в Великую субботу927	13	[2, 4, 5, 7, 9]	False
7982	бездушна и безгласна, иже всех жизнь бяше,	Верше в Великую субботу927	13	[3, 4, 7, 9, 10, 11]	False
7983	недуги уврачева, мертвых воскрешаше.	Верше в Великую субботу927	13	[3, 7, 9]	False
7984	Сего Благодетеля жидове убиша,	Верше в Великую субботу927	13	[2, 7, 10]	False
7985	от век неслышанное дело сотвориша.	Верше в Великую субботу927	13	[1, 2, 7, 9]	False
7986	Кто бы слыша, дабы тварь Творца си убила?	Верше в Великую субботу927	13	[1, 2, 4, 6, 7, 9, 10]	False
7987	Иудейска сонмица928 то зло сотворила.	Верше в Великую субботу927	13	[4, 7, 8, 9]	False
7988	Зависть же проклятая того не терпяше,	Верше в Великую субботу927	13	[2, 3, 7, 9, 10]	False
7989	яко многая блага Христос Бог творяше.	Верше в Великую субботу927	13	[2, 5, 7, 9, 10]	False
7990	Силою Божества си яко все на слово	Верше в Великую субботу927	13	[3, 6, 7, 9, 10, 11]	False
7991	веления онаго бываше готово.	Верше в Великую субботу927	13	[4, 7, 10]	False
7992	Завистию движими, яша929 Христа Бога,	Верше в Великую субботу927	13	[4, 7, 9, 11]	False
7993	лжи и клеветания нанесоша многа.	Верше в Великую субботу927	13	[1, 2, 7, 11]	False
7994	Неправдою хотяше правду победити,	Верше в Великую субботу927	13	[4, 7, 9]	False
7995	Судию всего мира на смерть осудити.	Верше в Великую субботу927	13	[3, 5, 7, 8, 9]	False
7996	Емше930 же, злочестнии, Господа вязаху,	Верше в Великую субботу927	13	[2, 3, 7, 10]	False
7997	имже от фараоних юз свободни бяху.931	Верше в Великую субботу927	13	[2, 3, 7, 8, 11]	False
7998	От едина судии к другому водиша	Верше в Великую субботу927	13	[1, 4, 7, 10]	False
7999	того, имже в пустыни проводимы Быша.	Верше в Великую субботу927	13	[2, 4, 7, 11]	False
8000	Во лице пресвятое сквернии плеваху,	Верше в Великую субботу927	13	[1, 3, 7, 10]	False
8001	то покрывше, в ланиту того заушаху932,	Верше в Великую субботу927	13	[1, 4, 7, 9]	False
8002	иже плюновением слепцы просвещаше	Верше в Великую субботу927	13	[2, 7, 9]	False
8003	и сухия имевших руки исцеляше.	Верше в Великую субботу927	13	[1, 4, 7, 9]	False
8004	Водим бе ко Пилату и к Ироду злому	Верше в Великую субботу927	13	[2, 3, 4, 7, 8, 11]	False
8005	изведый Израиля из работы дому933.	Верше в Великую субботу927	13	[3, 7, 8, 11]	False
8006	Вопияше ко Пилату, да судит Господа распяти,	Верше в Великую субботу927	17	[4, 5, 8, 9, 11, 14]	False
8007	а Варавве свободу подати.	Верше в Великую субботу927	10	[1, 4, 7]	False
8008	О, безумия злобных скот, не человеков,	Верше в Великую субботу927	13	[1, 5, 7, 8, 9]	False
8009	невиданна под солнцем от начала веков.	Верше в Великую субботу927	13	[4, 5, 7, 8, 11]	False
8010	Благодетеля на смерть молят осудити,	Верше в Великую субботу927	13	[5, 6, 7, 9]	False
8011	а убийцу лютаго свободно пустити.	Верше в Великую субботу927	13	[1, 4, 7, 10]	False
8012	Злии злаго избраша, ибо не леть934 быти,	Верше в Великую субботу927	13	[2, 4, 7, 9, 10, 11]	False
8013	да благо лукавый восхощет любити.	Верше в Великую субботу927	12	[1, 3, 6, 9]	False
8014	Неправый же судия, аще добре знаше,	Верше в Великую субботу927	13	[3, 4, 7, 9, 11]	False
8015	яко во Христе вина ни едина бяше,	Верше в Великую субботу927	13	[2, 3, 5, 7, 8, 11]	False
8016	изнесе суд неправый, еже й распяти,	Верше в Великую субботу927	12	[3, 4, 7, 9]	False
8017	но впредь935 лютыя раны невинну задати.	Верше в Великую субботу927	13	[1, 2, 5, 7, 10]	False
8018	Вземше убо и вой, тело обнажиша,	Верше в Великую субботу927	12	[2, 4, 5, 6, 8]	False
